tmdb_id,title,release_date,genres,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,tagline,overview,cast_names,cast_ids,release_year
420809,Maleficent: Mistress of Evil,2019-10-16,Family|Fantasy|Adventure,185000000,491730089,119,6.7195,7.296,6438,en,Go beyond the fairy tale.,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",Angelina Jolie|Elle Fanning|Harris Dickinson|Michelle Pfeiffer|Sam Riley,11701|18050|1716493|1160|32987,2019
420814,Christopher Robin,2018-08-01,Adventure|Comedy|Family|Fantasy,75000000,197744825,104,5.3872,7.304,2883,en,"Sooner or later, your past catches up to you.","Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",Ewan McGregor|Hayley Atwell|Bronte Carmichael|Jim Cummings|Brad Garrett,3061|39459|1901375|12077|18,2018
420817,Aladdin,2019-05-22,Adventure|Fantasy|Romance|Family,183000000,1054304000,127,12.4613,7.086,10559,en,Choose wisely.,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,Will Smith|Mena Massoud|Naomi Scott|Marwan Kenzari|Navid Negahban,2888|1515478|240724|935235|103330,2019
420818,The Lion King,2019-07-12,Adventure|Drama|Family|Animation,260000000,1662020819,118,11.6118,7.098,10694,en,The king has returned.,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",Chiwetel Ejiofor|John Oliver|Donald Glover|James Earl Jones|John Kani,5294|84292|119589|15152|51878,2019
420821,Chip 'n Dale: Rescue Rangers,2022-05-20,Animation|Family|Comedy|Adventure|Mystery,70000000,623190,99,3.1401,6.989,1354,en,It's not a reboot. It's a comeback.,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",Andy Samberg|John Mulaney|KiKi Layne|Will Arnett|Eric Bana,62861|933558|1884703|21200|8783,2022
27620,The Erotic Misadventures of the Invisible Man,2003-11-18,Science Fiction|Comedy,0,0,99,1.3335,4.6,22,en,,"When Norman, an aspiring actor, can't find an open door in Hollywood he gets rather dispirited. But he gets a new lease on life when he discovers an invisibility formula and learns that women don't really care whether they can see him or not! This erotic comedy is based on the comic books by Milo Manera.",Scott Coppola|Gabriella Hall|Doug Merril|Holly Hollywood|Kim Dawson,98432|42224|98433|98434|42222,2003
519182,Despicable Me 4,2024-06-20,Family|Comedy|Animation|Science Fiction|Action,100000000,969597394,94,27.663,6.982,3146,en,Things just got a little more despicable.,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",Steve Carell|Kristen Wiig|Will Ferrell|Sofía Vergara|Miranda Cosgrove,4495|41091|23659|63522|17743,2024
846867,Mad God,2021-09-17,Animation|Fantasy|Horror|Science Fiction,250000,322619,84,2.0268,6.832,547,en,A Journey Beyond Your Wildest Nightmares.,"A figure known as ""The Assassin"" descends from the heavens into a nightmarish pit full of monsters, titans, and cruelty.",Alex Cox|Niketa Roman|Satish Ratakonda|Arne Hain|Jake Freytag,31493|1552795|1644404|1841137|3723206,2021
617502,Jolt,2021-07-15,Action|Thriller|Crime,0,238524,91,3.2776,6.495,1370,en,You're in for a shock.,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,Kate Beckinsale|Stanley Tucci|Bobby Cannavale|Jai Courtney|Laverne Cox,3967|2283|21127|224181|1298360,2021
617505,Hubie Halloween,2020-10-07,Comedy|Horror|Mystery,14000000,0,102,2.4004,5.889,1763,en,Fear. Less.,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",Adam Sandler|Kevin James|Julie Bowen|Ray Liotta|Steve Buscemi,19292|32895|31171|11477|884,2020
257088,Point Break,2015-12-03,Action|Adventure|Crime|Thriller,105000000,133782481,114,3.997,5.954,2425,en,Find your breaking point.,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",Edgar Ramírez|Luke Bracey|Teresa Palmer|Ray Winstone|Max Thieriot,25616|972356|20374|5538|41883,2015
257091,Get Hard,2015-03-26,Comedy,40000000,111800000,100,3.1172,6.023,2881,en,An education in incarceration.,"When millionaire hedge fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,23659|55638|88029|8977|76126,2015
1043565,Mindcage,2022-12-16,Mystery|Thriller|Crime,0,0,97,3.5075,5.92,413,en,The art of the kill.,"Detectives Jake Doyle and Mary Kelly seek the help of an incarcerated serial killer named The Artist when a copycat killer strikes. While Mary searches for clues in The Artist's brilliant but twisted psyche, she and Jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of The Artist and his copycat.",Martin Lawrence|Melissa Roxburgh|John Malkovich|Aiden Turner|Jacob Grodnik,78029|1006731|6949|955908|1450287,2022
453755,Arctic,2018-11-21,Drama|Adventure,2000000,4100000,98,2.3528,6.534,1371,en,Survival is the only option.,"A man stranded in the Arctic is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation.",Mads Mikkelsen|Maria Thelma Smáradóttir|Tintrinai Thikhasuk,1019|1906162|2377783,2018
388223,Home,2016-03-17,Drama,0,0,20,1.6255,6.8,11,en,,"As thousands of men, women and children attempt to get into Europe, a comfortable English family sets out on what appears to be a holiday.",Jack O'Connell|Holliday Grainger|Tahliya Lowles|Zaki Ramadani,85065|302165|1644712|1644713,2016
158852,Tomorrowland,2015-05-19,Adventure|Family|Mystery|Science Fiction,190000000,209200000,130,5.5458,6.3,7317,en,Imagine a place where nothing is impossible.,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",Britt Robertson|George Clooney|Raffey Cassidy|Hugh Laurie|Tim McGraw,52018|1461|1055230|41419|74428,2015
1076364,Carl's Date,2023-06-15,Animation|Family|Comedy|Romance,0,0,9,2.9213,7.44,442,en,New adventure. Same wingman.,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",Ed Asner|Bob Peterson,68812|10,2023
715931,Emancipation,2022-12-02,Drama|War|History,0,0,132,4.5941,7.759,1247,en,,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.",Will Smith|Ben Foster|Charmaine Bingwa|Gilbert Owuor|Ronnie Gene Blevins,2888|11107|1821134|1353302|98804,2022
617653,The Last Duel,2021-10-13,History|Drama|Action,100000000,30552111,153,5.0102,7.413,3806,en,The true story of a woman who defied a nation and made history.,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",Matt Damon|Adam Driver|Jodie Comer|Ben Affleck|Harriet Walter,1892|1023139|1388593|880|17477,2021
60599,Arbitrage,2012-09-14,Drama|Thriller,12000000,35500000,100,2.7617,6.305,934,en,Power is the best alibi.,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",Richard Gere|Susan Sarandon|Tim Roth|Brit Marling|Laetitia Casta,1205|4038|3129|222330|119499,2012
27834,CQ,2001-05-12,Comedy|Drama,7000000,499891,88,2.6296,5.889,72,en,Every picture tells a story.,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet.",Jeremy Davies|Angela Lindvall|Élodie Bouchez|Gérard Depardieu|Giancarlo Giannini,4654|42158|59807|16927|3753,2001
257211,The Intern,2015-09-23,Comedy,35000000,194564672,121,9.249,7.227,7252,en,Experience never gets old.,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner,380|1813|14343|521563|1561685,2015
355547,The Star,2017-11-15,Animation|Comedy|Adventure|Family|Fantasy,10000000,0,86,3.1819,6.5,604,en,It takes many tails to tell the greatest story ever.,A small but brave donkey and his animal friends become the unsung heroes of the greatest story ever told: the first Christmas.,Steven Yeun|Gina Rodriguez|Zachary Levi|Keegan-Michael Key|Kelly Clarkson,215055|180486|69899|298410|155488,2017
748783,The Garfield Movie,2024-04-30,Family|Comedy|Adventure|Animation,60000000,254907482,101,9.8727,6.996,1417,en,Indoor cat. Outdoor adventure.,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",Chris Pratt|Samuel L. Jackson|Hannah Waddingham|Ving Rhames|Nicholas Hoult,73457|2231|1278487|10182|3292,2024
552178,Dark Waters,2019-11-22,Drama|Thriller,20000000,13601384,127,4.0383,7.531,2495,en,The truth has a man on the inside.,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",Mark Ruffalo|Anne Hathaway|Tim Robbins|Bill Pullman|Bill Camp,103|1813|504|8984|121718,2019
27902,Love Wrecked,2005-11-01,Romance|Comedy,0,0,87,1.9615,5.151,527,en,He thinks they're marooned. She plans on keeping it that way.,"18-year-old Jenny Taylor is ecstatic when she finds out that her favorite rock star, Jason Masters, is a guest at the tropical resort where she is working for the summer. When they are both thrown overboard during a Caribbean cruise, she saves his life and they find themselves stranded on a remote beach. Deliriously in love with the idea of time alone with him, she manages to hide the fact that they're a stone's throw away from their resort.",Amanda Bynes|Chris Carmack|Jonathan Bennett|Jamie-Lynn Sigler|Joey Kern,29220|87440|76996|99241|84763,2005
814338,Lady Chatterley's Lover,2022-11-22,Drama|Romance,0,0,126,4.2515,6.671,508,en,,"After a crippling injury leaves her husband impotent, Lady Chatterly is torn between her love for her husband and her physical desires. With her husband's consent, she seeks out other means of fulfilling her needs.",Emma Corrin|Jack O'Connell|Matthew Duckett|Joely Richardson|Faye Marsay,2324569|85065|3206842|20810|1204956,2022
1076487,Warhorse One,2023-06-30,Action|War|Drama,0,0,125,2.8996,7.203,325,en,Worth living for. Worth dying for.,A gunned down Navy SEAL Master Chief must guide a child to safety through a gauntlet of hostile Taliban insurgents and survive the brutal Afghanistan wilderness.,Johnny Strong|Athena Durner|Raj Kala|James Sherrill|Siya Rostami,12796|3882182|1431483|3882183|3197138,2023
912649,Venom: The Last Dance,2024-10-22,Science Fiction|Action|Adventure,120000000,478937618,109,24.0648,6.662,4107,en,'Til death do they part.,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",Tom Hardy|Chiwetel Ejiofor|Juno Temple|Rhys Ifans|Stephen Graham,2524|5294|36594|7026|1115,2024
93456,Despicable Me 2,2013-06-26,Animation|Comedy|Family,76000000,970766005,98,9.6238,6.944,11931,en,More minions. More despicable.,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Dana Gaier,4495|41091|4589|17743|124750,2013
60695,Sundays at Tiffany's,2010-12-06,Drama|Romance|TV Movie,0,0,88,2.1794,6.4,96,en,,"Jane, a soon-to-be-married woman, is reunited with her imaginary friend Michael who returns in a human form. Soon, Jane begins doubting her feelings for her fiance as she gets attracted to Michael.",Alyssa Milano|Eric Winter|Kristin Booth|Emily Alyn Lind|Ivan Sergei,24967|74409|34915|112742|38583,2010
158999,Blackfish,2013-06-07,Documentary,0,2063312,83,1.9319,7.838,1180,en,Never capture what you can't control.,"Notorious killer whale Tilikum is responsible for the deaths of three individuals, including a top killer whale trainer. Blackfish shows the sometimes devastating consequences of keeping such intelligent and sentient creatures in captivity.",Dean Gomersall|Samantha Berg|John Jett|John Hargrove|Carol Ray,1320013|1194603|1890826|1320011|1890827,2013
388399,Patriots Day,2016-12-12,Action|Crime|Drama|History|Thriller,45000000,50548152,133,3.9823,7.067,2819,en,The inside story of the world's greatest manhunt.,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",Mark Wahlberg|John Goodman|J.K. Simmons|Kevin Bacon|Michelle Monaghan,13240|1230|18999|4724|11705,2016
257344,Pixels,2015-07-16,Action|Comedy|Science Fiction,88000000,244874809,106,10.4647,5.768,7984,en,Play for the planet.,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,Adam Sandler|Kevin James|Michelle Monaghan|Peter Dinklage|Josh Gad,19292|32895|11705|22970|54415,2015
126277,American Mary,2013-01-11,Horror|Thriller,0,0,102,1.6692,6.277,586,en,Appearances are everything.,A young medical student struggling to pay tuition is drawn into the shady world of underground body-modification.,Katharine Isabelle|Antonio Cupo|Tristan Risk|David Lovgren|Paula Lindberg,27136|96555|1083260|61544|221085,2013
60747,Red Dawn,2012-03-15,Action|Thriller,65000000,44806783,93,4.3085,5.711,1719,en,Welcome to the home of the brave.,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",Chris Hemsworth|Josh Peck|Josh Hutcherson|Isabel Lucas|Adrianne Palicki,74568|15760|27972|103554|88995,2012
585083,Hotel Transylvania: Transformania,2022-01-31,Animation|Comedy|Family|Adventure|Fantasy,75000000,18500000,92,8.2124,7.037,2994,en,Change can be scary.,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",Andy Samberg|Selena Gomez|Kathryn Hahn|Jim Gaffigan|Steve Buscemi,62861|77948|17696|84407|884,2022
28028,Sonny,2002-10-26,Crime|Drama,4000000,132221,110,1.5724,5.133,58,en,"His life was the morning after, until he decided to change the night before.","New Orleans, 1981. Sonny Phillips, just discharged from the Army, returns home. The only life he's known is as a gigolo, working for his mother, but he wants to leave that behind. However, the job his Army buddy promised doesn't materialize, and he can't escape his past.",James Franco|Brenda Blethyn|Harry Dean Stanton|Mena Suvari|Nicolas Cage,17051|4154|5048|8211|2963,2002
159117,V/H/S/2,2013-06-06,Horror|Thriller,0,21833,96,2.0001,6.209,1165,en,Who's tracking you?,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.",Lawrence Michael Levine|Kelsy Abbott|L.C. Holt|Simon Barrett|Mindy Robinson,1031944|1140571|1140572|83858|1072882,2013
1109406,Compulsion,2024-11-10,Thriller|Horror,0,0,101,2.6563,6.3,43,en,Desire is a dangerous game.,"Two women—Diana, a flamboyant and ruthless thief, and Evie, a seemingly innocent young woman with a troubled past—become embroiled in a series of horrific murders on the island of Malta.",Anna-Maria Sieklucka|Charlotte Kirk|Zach McGowan|Giulia Elettra Gorietti|Harvey Dean,2511949|1352662|62307|1487573|3996434,2024
257445,Goosebumps,2015-08-05,Adventure|Horror|Comedy,58000000,158952243,103,4.1147,6.309,3962,en,"Viewer beware, you're in for a scare.","After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",Jack Black|Dylan Minnette|Odeya Rush|Amy Ryan|Ryan Lee,70851|112476|1121786|39388|456066,2015
1043905,Dirty Angels,2024-12-11,Drama|Thriller|War,35954590,0,104,5.4777,6.1,371,en,Fight your way out.,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",Eva Green|Maria Bakalova|Ruby Rose|Reza Brojerdi|Jojo T. Gibbs,10912|2408703|1246972|1552773|2135069,2024
290250,The Nice Guys,2016-05-15,Comedy|Crime|Action,50000000,71261763,116,6.8297,7.128,8555,en,They're not that nice.,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,Russell Crowe|Ryan Gosling|Angourie Rice|Matt Bomer|Margaret Qualley,934|30614|1265629|66743|1392137,2016
60895,Beyond the Blackboard,2011-04-24,Family|Drama,0,0,100,2.2187,7.6,67,en,A  first-time teacher makes a difference in the lives of homeless children,"Inspired by a true story, “Beyond the Blackboard” is about a 24-year-old first-time teacher who makes a difference in the lives of the homeless children she teaches in a shelter’s makeshift classroom. Set in 1987 in Albuquerque, New Mexico, this movie tells the story a brand-new teacher and Mom who is given a tougher than expected teaching job and winds up teaching homeless children in a school that is housed in a room and called, literally, The School with No Name. She has some personal prejudicial hurdles to cross before she is able to be a true teacher for these children and of course there are hurdles like the lack of books and supplies.",Emily VanCamp|Steve Talley|Willow Shields|Timothy Busfield|Julio Oscar Mechoso,84247|26975|530025|23881|17413,2011
716258,Black Box,2020-10-06,Horror|Science Fiction,0,0,100,1.9997,6.399,582,en,There is no escape from who you really are.,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",Mamoudou Athie|Phylicia Rashād|Amanda Christine|Tosin Morohunfola|Charmaine Bingwa,1639848|119598|1754752|1173760|1821134,2020
585216,Escape Room: Tournament of Champions,2021-07-01,Horror|Thriller|Mystery,15000000,65774490,88,3.6772,6.515,2255,en,Winning was just the beginning.,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.",Taylor Russell|Logan Miller|Indya Moore|Holland Roden|Thomas Cocquerel,1353827|116088|1789788|208782|1263515,2021
60935,The Thing,2011-10-12,Horror|Science Fiction|Mystery,35000000,31505287,103,4.0875,6.226,3167,en,It's not human. Yet.,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje,17628|33192|4455|29020|31164,2011
912908,Strays,2023-08-17,Comedy|Adventure,46000000,32000000,93,3.3249,7.165,991,en,Go fetch yourself.,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",Will Ferrell|Jamie Foxx|Isla Fisher|Randall Park|Will Forte,23659|134|52848|79082|62831,2023
28178,Hachi: A Dog's Tale,2009-06-08,Drama|Family,16000000,46800000,93,7.1449,8.005,7121,en,"A true story of faith, devotion and undying love.","Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",Richard Gere|Joan Allen|Sarah Roemer|Cary-Hiroyuki Tagawa|Erick Avari,1205|11148|20376|11398|18917,2009
912916,The Other Zoey,2023-10-19,Romance|Drama|Comedy,0,168000,91,3.339,6.985,481,en,Love is the one thing she can't outsmart.,"Highly intelligent computer major Zoey Miller is uninterested in romantic love, but her life is turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend.",Josephine Langford|Drew Starkey|Archie Renaux|Mallori Johnson|Andie MacDowell,1753914|1939676|2164506|3308114|1533,2023
585244,I Still Believe,2020-03-12,Music|Drama|Romance,12000000,16069730,115,2.5475,7.571,1224,en,One love can change your life.,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,KJ Apa|Britt Robertson|Nathan Parsons|Gary Sinise|Shania Twain,1680339|52018|1067459|33|108558,2020
585245,Clifford the Big Red Dog,2021-11-10,Family|Adventure|Comedy|Fantasy,64000000,116586376,96,2.9747,7.153,1804,en,Adventure has never been bigger.,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",Darby Camp|Jack Whitehall|Izaac Wang|John Cleese|Tony Hale,1696017|212285|2362044|8930|25147,2021
650783,The Comeback Trail,2020-11-12,Comedy|Crime,25000000,0,104,1.6684,5.8,365,en,Hollywood has never pulled a stunt like this!,Two movie producers who owe money to the mob set up their aging movie star for an insurance scam to try and save themselves. But they wind up getting more than they ever imagined.,Robert De Niro|Morgan Freeman|Tommy Lee Jones|Zach Braff|Emile Hirsch,380|192|2176|5367|46593,2020
28200,Sylvia,2003-10-17,Drama|Romance,7000000,10000000,109,1.538,5.7,120,en,Life was too small to contain her.,Story of the relationship between the poets Ted Hughes and Sylvia Plath.,Gwyneth Paltrow|Daniel Craig|Jared Harris|Amira Casar|Andrew Havill,12052|8784|15440|20577|176191,2003
28211,Chloe,2010-02-25,Drama|Thriller|Mystery,14000000,13657649,96,3.723,6.134,1850,en,"If the one you love was lying to you, how far would you go to find out the truth?","Catherine and David Stewart are a well-to-do couple living in a posh area of Toronto, but all is not well in paradise. Catherine suspects that David is cheating on her, so she hires an escort named Chloe to meet David and see if he gives in to temptation — but events spin out of control when Chloe spills the details of her torrid encounters.",Amanda Seyfried|Julianne Moore|Liam Neeson|Max Thieriot|R.H. Thomson,71070|1231|3896|41883|91600,2010
945729,A Haunting in Venice,2023-09-13,Mystery|Thriller|Crime,60000000,121400000,104,3.9399,6.575,2785,en,Death was only the beginning.,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",Kenneth Branagh|Kyle Allen|Camille Cottin|Jamie Dornan|Tina Fey,11181|1562074|1348474|1254583|56323,2023
1371727,Sing: Thriller,2024-10-15,Animation|Family|Comedy|Music,0,0,11,4.2262,7.173,200,en,"No tricks, only treats.","Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",Matthew McConaughey|Tori Kelly|Nick Kroll|Scarlett Johansson|Taron Egerton,10297|1540615|208519|1245|1303037,2024
454227,Outlaw King,2018-09-06,Action|History|War,0,0,122,7.9645,6.839,1671,en,Based on the untold true story,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",Chris Pine|Aaron Taylor-Johnson|Florence Pugh|Billy Howle|Sam Spruell,62064|27428|1373737|1371049|55585,2018
61012,Silent Hill: Revelation 3D,2012-10-10,Thriller|Horror|Mystery,20000000,55975672,94,5.1706,5.547,1840,en,You should never have come back.,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand. Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",Adelaide Clemens|Sean Bean|Radha Mitchell|Carrie-Anne Moss|Malcolm McDowell,205474|48|8329|530|56890,2012
552532,Charm City Kings,2020-01-27,Drama,0,0,125,7.629,7.81,496,en,Life happens at the crossroads.,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",Jahi Di'Allo Winston|Meek Mill|Teyonah Parris|William Catlett|Kezii Curtis,1795607|1743781|970219|1962720|2446198,2020
61016,Perfume,2001-04-08,Comedy|Drama,0,0,106,1.8665,4.7,27,en,Fame. Power. Sex.,"A week in the lives of a group of models, photographers, agents, reporters, publicists and other characters during a wild modeling show in New York City.",Jeff Goldblum|Michelle Williams|Mariel Hemingway|Estella Warren|Omar Epps,4785|1812|10447|13241|4987,2001
192102,3 Days to Kill,2014-02-14,Action|Drama|Thriller,28000000,53260230,113,3.5117,6.107,2300,en,The question is... kill or die?,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|Tómas Lemarquis,1269|55085|130640|935|18818,2014
192132,Palo Alto,2014-05-09,Drama,0,919591,100,2.9268,6.1,910,en,"In every city some seek love, some look for trouble, others look for both.",A lack of parental guidance encourages teens in an affluent California town to rebel with substance abuse and casual sex.,Emma Roberts|Jack Kilmer|Nat Wolff|James Franco|Zoe Levin,34847|1193604|232006|17051|1190917,2014
192141,No Escape,2015-08-26,Thriller|Action,5000000,54400000,103,4.6104,6.945,2703,en,Survive together or die together,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",Owen Wilson|Lake Bell|Sterling Jerins|Claire Geare|Pierce Brosnan,887|25703|1186840|973135|517,2015
454286,God's Not Dead: A Light in Darkness,2018-03-30,Drama,5700000,7414178,105,2.0803,6.574,224,en,,"Pastor Dave responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.",David A.R. White|John Corbett|Jennifer Bini Taylor|Benjamin Ochieng|Tatum O'Neal,116431|38405|9212|1235875|68890,2018
